AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300,97.02999877929688,97.23999786376953,95.44999694824219,96.70999908447266,51745600,312.3699951171875,317.989990234375,311.8999938964844,317.0799865722656,30194000,226.83999633789062,228.57000732421875,225.11000061035156,227.9199981689453,25841700,663.2291308887899,663.9385132978894,652.807637338328,656.4246826171875,12997100
277.75,279.75,276.44000244140625,278.7799987792969,33038300,96.73999786376953,96.97000122070312,92.3499984741211,92.70999908447266,74129300,315.8299865722656,321.30999755859375,314.67999267578125,320.2099914550781,33428900,228.80999755859375,232.4199981689453,228.4600067138672,231.77999877929688,38790700,649.4203737252112,653.9766553823684,642.8757234590145,649.6002197265625,16910900
279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000,93.9000015258789,94.81999969482422,92.76000213623047,94.08999633789062,43949000,320.0799865722656,321.1199951171875,308.6000061035156,312.42999267578125,42353700,230.7100067138672,232.11000061035156,228.69000244140625,230.27999877929688,28249600,642.7657334383907,654.7460135009795,640.2777724038347,652.1781005859375,13056700
277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900,95.5,96.91999816894531,94.6500015258789,95.19000244140625,49323100,313.70001220703125,314.8699951171875,305.55999755859375,309.2900085449219,35940200,229.8699951171875,230.0800018310547,225.1199951171875,226.19000244140625,35639100,649.2704855848336,710.4206277669183,638.0896015354143,643.7050170898438,14016900
280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50263500,96.0199966430664,96.37000274658203,93.52999877929688,93.7699966430664,39911100,311.32000732421875,311.4200134277344,304.8800048828125,308.2200012207031,29087900,227.92999267578125,227.92999267578125,221.5,222.5399932861328,47148900,645.7000122070312,653.0,638.7000122070312,647.510009765625,15520500
